COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
Brunei Darussalam,2001,2,US dollar,-132099782.0117416,53822514.18026499,NA,1157210.522252845,-61845217.30819434,-1157210.522252845,4554594.479346264,56160465.82583741,NA,56160465.82583741,NA,51605871.34649115,NA
Brunei Darussalam,2001,3,US dollar,105726525.3705044,115237300.6871083,NA,-3875406.406134186,142854882.4042223,3875406.406134186,950515.0966919468,44629214.74704496,NA,44629214.74704496,NA,43678699.65035301,NA
Brunei Darussalam,2001,4,US dollar,-415820808.2984831,-23564110.52468182,NA,57957729.60534737,-347555378.0521218,-57957729.60534737,7133334.550833696,51275635.99174544,NA,51275635.99174544,NA,44142301.44091174,NA
Brunei Darussalam,2002,1,US dollar,64512667.9420682,43339419.37689585,NA,-455260.3056601834,177872745.921017,455260.3056601834,3818931.717500898,12831610.57080302,NA,12831610.57080302,NA,9012678.85330212,NA
Brunei Darussalam,2002,2,US dollar,-298227784.4811493,-50222935.87983442,NA,-5859386.866277099,-490788950.9541055,5859386.866277099,-12949313.26879616,-27805545.9573123,NA,-27805545.9573123,NA,-14856232.68851614,NA
Brunei Darussalam,2002,3,US dollar,6628557.9899253,8153410.815075544,NA,965423.0138979884,14816221.09607329,-965423.0138979884,15146112.76324571,26724752.68556164,NA,26724752.68556164,NA,11578639.92231593,NA
Brunei Darussalam,2002,4,US dollar,-9299291.2401506,-20929061.79352628,NA,235021179.8334344,-10532556.68287567,-235021179.8334344,-13134400.4012346,-19848669.68472533,NA,-19848669.68472533,NA,-6714269.283490729,NA
Brunei Darussalam,2003,1,US dollar,113414983.6635648,-33022527.08408959,NA,6315731.12711847,111517320.4425166,-6315731.12711847,-2287100.903758331,-42084949.46213951,NA,-42084949.46213951,NA,-39797848.55838118,NA
Brunei Darussalam,2003,2,US dollar,177964841.3666867,-3746568.029286149,NA,-2266639.910006051,179810154.8200119,2266639.910006051,-6280506.406345321,-2287980.475899923,NA,-2287980.475899923,NA,3992525.930445397,NA
Brunei Darussalam,2003,3,US dollar,67399950.5223696,-71413347.542294,NA,-4653314.620639895,60902186.53066673,4653314.620639895,25364897.52421554,2152276.922491393,NA,2152276.922491393,NA,-23212620.60172415,NA
Brunei Darussalam,2003,4,US dollar,169793922.0538196,35626739.87008963,NA,124425134.5499539,252984614.9860806,-124425134.5499539,-9499690.689761812,-18071450.66501698,NA,-18071450.66501698,NA,-8571759.975255163,NA
Brunei Darussalam,2004,1,US dollar,-52288327.26915139,-45349591.89694177,0,-5238851.411151726,164805290.5890455,5238851.411151726,4590421.8703904105,27465827.51499661,NA,27465827.51499661,NA,22875405.6446062,NA
Brunei Darussalam,2004,2,US dollar,256708875.6353381,16570203.01436672,0,6941963.157740165,203203866.3807034,-6941963.157740165,-5311866.498222523,3907512.412962364,NA,3907512.412962364,NA,9219378.911184888,NA
Brunei Darussalam,2004,3,US dollar,263185739.4692717,-433391.4442281887,0,-4061235.087527381,414509867.4642119,4061235.087527381,-1756992.341465608,16111619.77123963,NA,16111619.77123963,NA,17868612.11270524,NA
Brunei Darussalam,2004,4,US dollar,529386556.1434907,7375812.325211743,41574955.23409041,115563990.302396,786264755.930224,-73989035.0683056,-8377763.917670949,-2716133.834979774,NA,-2716133.834979774,NA,5661630.082691174,NA
Brunei Darussalam,2005,1,US dollar,251980875.987381,-5838693.110953498,NA,35306111.98063137,44089102.73654349,-35306111.98063137,-3044679.75838204,-33662664.15592673,NA,-33662664.15592673,NA,-30617984.39754469,NA
Brunei Darussalam,2005,2,US dollar,-333702439.1126194,37711088.64768626,NA,12021632.47916497,-207825477.9450928,-12021632.47916497,-5980719.414629061,16537412.65557209,NA,16537412.65557209,NA,22518132.07020115,NA
Brunei Darussalam,2005,3,US dollar,633463471.7098272,98147020.54753631,NA,50631390.80912634,552685626.2760128,-50631390.80912634,0,7026278.400611292,NA,7026278.400611292,NA,7026278.400611292,NA
Brunei Darussalam,2005,4,US dollar,96268294.2240398,78539384.41367638,NA,77109381.29388428,104251509.8214207,-77109381.29388428,0,-11539874.1025661,NA,-11539874.1025661,NA,-11539874.1025661,NA
Brunei Darussalam,2006,1,US dollar,-43789119.3651223,-54734863.60816447,17456680.77369582,7628852.04818093,292150636.0447903,9827828.725514887,0,15061147.52185156,NA,15061147.52185156,NA,15061147.52185156,NA
Brunei Darussalam,2006,2,US dollar,442173861.0797167,121825207.948486,0,70401596.91017994,700707245.0154204,-70401596.91017994,0,45938425.86088672,NA,45938425.86088672,NA,45938425.86088672,NA
Brunei Darussalam,2006,3,US dollar,-579313619.9582094,-86462356.74032798,0,26245805.10352688,-857455834.8635471,-26245805.10352688,0,-13467992.14842019,NA,-13467992.14842019,NA,-13467992.14842019,NA
Brunei Darussalam,2006,4,US dollar,-467399486.7408031,234937981.1804956,0,-16437125.74850296,-491240376.3900759,16437125.74850296,0,42683917.87852857,NA,42683917.87852857,NA,42683917.87852857,NA
Brunei Darussalam,2007,1,US dollar,-578076493.8401583,-156444500.5231999,NA,180324623.4807065,-366366379.4322453,-180324623.4807065,0,-9724346.325959198,NA,-9724346.325959198,NA,-9724346.325959198,NA
Brunei Darussalam,2007,2,US dollar,-361110503.7607144,-117926250.6559387,NA,47168532.44708774,-344712043.0295617,-47168532.44708774,0,-114054574.0773135,NA,-114054574.0773135,NA,-114054574.0773135,NA
Brunei Darussalam,2007,3,US dollar,-212738697.4964354,-88858321.37969495,NA,2003378.504539449,-196922551.4079661,-2003378.504539449,0,-114587978.4109603,NA,-114587978.4109603,NA,-114587978.4109603,NA
Brunei Darussalam,2007,4,US dollar,-116680821.0700042,-69541779.84458809,NA,28139183.05597579,-100864564.7091184,-28139183.05597579,0,-119570898.088296,NA,-119570898.088296,NA,-119570898.088296,NA
Brunei Darussalam,2008,1,US dollar,-401769241.6859823,-63231467.90292809,NA,59186811.10743162,-309695822.886607,-59186811.10743162,0,-30867117.64984145,NA,-30867117.64984145,NA,-30867117.64984145,NA
Brunei Darussalam,2008,2,US dollar,-264674881.0540435,141761620.1049161,NA,64538245.69964605,-198190167.1343169,-64538245.69964605,0,-19104550.44528481,NA,-19104550.44528481,NA,-19104550.44528481,NA
Brunei Darussalam,2008,3,US dollar,-197776434.6156581,-97098769.82151745,NA,96643674.8915594,-152565284.7898741,-96643674.8915594,0,-24127142.14605703,NA,-24127142.14605703,NA,-24127142.14605703,NA
Brunei Darussalam,2008,4,US dollar,-119578057.7474895,246271969.1535156,NA,1815817.790530851,-89034450.32281224,-1815817.790530851,0,-13691266.14060261,NA,-13691266.14060261,NA,-13691266.14060261,NA
Brunei Darussalam,2009,1,US dollar,-180882255.6821944,69442913.51601611,NA,105553228.5443445,-158792795.5732902,-105553228.5443445,0,-38491214.92030607,NA,-38491214.92030607,NA,-38491214.92030607,NA
Brunei Darussalam,2009,2,US dollar,-197999341.3884486,77064341.36941633,NA,71428799.22522113,-167920483.9200333,-71428799.22522113,0,-34016947.15953972,NA,-34016947.15953972,NA,-34016947.15953972,NA
Brunei Darussalam,2009,3,US dollar,-177279349.809536,83670849.53770341,NA,61446648.80501441,-151844523.4550514,-61446648.80501441,0,-31480809.66825552,NA,-31480809.66825552,NA,-31480809.66825552,NA
Brunei Darussalam,2009,4,US dollar,-184657100.0255273,82109661.95309854,NA,87158151.21204887,-165818490.2481657,-87158151.21204887,0,-35282055.61652793,NA,-35282055.61652793,NA,-35282055.61652793,NA
Brunei Darussalam,2010,1,US dollar,767868970.8586533,189630185.738654,NA,NA,2295528065.115434,-115356818.7325674,637676580.0139681,559662781.4707979,NA,559662781.4707979,NA,-78013798.54317015,NA
Brunei Darussalam,2010,2,US dollar,-91590838.57394768,-55803989.67769285,NA,NA,443021318.1374448,-88051550.99477087,164395342.8534674,176456815.0687526,NA,176456815.0687526,NA,12061472.21528521,NA
Brunei Darussalam,2010,3,US dollar,286882555.2825546,4590663.390663379,NA,NA,825017690.4176884,-211398280.0982796,-2239312.039312034,26806879.60687954,NA,26806879.60687954,NA,29046191.64619157,NA
Brunei Darussalam,2010,4,US dollar,-118069614.5878619,29660878.23840815,NA,NA,1071457507.480624,-64713945.93488641,76566328.22689937,102582031.1500982,NA,102582031.1500982,NA,26015702.92319883,NA
Brunei Darussalam,2011,1,US dollar,885363830.7860808,-106276928.6943819,NA,NA,1426972510.562826,-336461321.7881166,-90881800.63637763,-79970789.2128734,NA,-79970789.2128734,NA,10911011.42350422,NA
Brunei Darussalam,2011,2,US dollar,311508803.0129029,-22733724.4640144,NA,NA,1143168899.419031,-191959962.6898818,108472319.399622,144573035.1104994,NA,144573035.1104994,NA,36100715.71087742,NA
Brunei Darussalam,2011,3,US dollar,1097828112.269508,-44882102.77091021,NA,NA,295643128.0843195,-392784073.6060463,81459866.20810363,60022286.41911888,NA,60022286.41911888,NA,-21437579.78898476,NA
Brunei Darussalam,2011,4,US dollar,236492046.9146676,-4690506.218047319,NA,NA,1520456202.590324,217453607.5062053,48352356.26927309,41251763.75743023,NA,41251763.75743023,NA,-7100592.511842862,NA
Brunei Darussalam,2012,1,US dollar,73133997.7851606,37802562.88561936,NA,NA,730109159.943047,-357846859.6741022,158464641.6706217,462016294.890049,NA,462016294.890049,NA,303551653.2194273,NA
Brunei Darussalam,2012,2,US dollar,-1311635155.446562,-29974685.54702951,NA,NA,-167883869.9469979,-375719484.2180207,-28890910.52923028,-52998971.60034807,NA,-52998971.60034807,NA,-24108061.07111779,NA
Brunei Darussalam,2012,3,US dollar,595894446.8021905,-14335454.18704761,NA,NA,700036385.3417594,4406406.038923008,64432161.09689967,63908524.49209226,NA,63908524.49209226,NA,-523636.6048074111,NA
Brunei Darussalam,2012,4,US dollar,-495140308.0513944,6832008.471718218,NA,NA,1673623745.677253,-129947172.5054579,99363815.37191711,92250512.95474456,NA,92250512.95474456,NA,-7113302.417172565,NA
Brunei Darussalam,2013,1,US dollar,334397422.8946714,-24404548.75432367,NA,NA,239231479.4158939,-365216609.1990075,97901799.72570308,89791997.85021815,NA,89791997.85021815,NA,-8109801.875484923,NA
Brunei Darussalam,2013,2,US dollar,-306772981.733833,-21475814.61303811,NA,NA,995382984.0014844,-145256275.2396834,4271136.279370958,59844762.08577463,NA,59844762.08577463,NA,55573625.80640368,NA
Brunei Darussalam,2013,3,US dollar,-222992574.8767298,42969517.55909337,NA,NA,1202765693.207199,-117372646.0880787,119029079.9142072,185821758.3129601,NA,185821758.3129601,NA,66792678.39875291,NA
Brunei Darussalam,2013,4,US dollar,-894647425.479273,-313059800.1552805,NA,NA,178414294.6404357,-150566810.5517199,67984340.50063898,122902523.069046,NA,122902523.069046,NA,54918182.56840701,NA
Brunei Darussalam,2014,1,US dollar,214777450.3002023,128226743.10762881,NA,97744061.15598378,1154606497.328169,-97743960.8728943,43064554.14828014,94838474.64934158,NA,94838474.64934158,NA,51773920.50106144,NA
Brunei Darussalam,2014,2,US dollar,-365509876.5479902,-37473948.85901972,NA,455268547.1683417,1092028956.666973,-455268731.6049466,240311514.0965234,325570494.3096573,NA,325570494.3096573,NA,85258980.21313392,NA
Brunei Darussalam,2014,3,US dollar,-286073490.738068,-93425921.560424,NA,45621122.30470061,2048320165.875349,-45621168.71285446,239432037.7441922,297524324.1880264,NA,297524324.1880264,NA,58092286.44383424,NA
Brunei Darussalam,2014,4,US dollar,-521310011.9667354,20366182.68089308,NA,-24727522.79268726,-107225437.6144005,24727219.86435432,18204974.38487386,77815084.83411884,NA,77815084.83411884,NA,59610110.44924499,NA
Brunei Darussalam,2015,1,US dollar,-356868942.3688476,90967892.38888866,NA,26393056.85281989,725837479.19965,-26393056.85281989,201579551.4637187,493344888.7304645,0,493344888.7304645,0,291765337.2667459,0
Brunei Darussalam,2015,2,US dollar,-513764728.8218913,-88781060.22019386,NA,7477765.152999279,826881115.180068,-7477765.152999279,29886792.30497992,85919782.15727018,0,85919782.15727018,0,56032989.85229027,0
Brunei Darussalam,2015,3,US dollar,-413601807.1649143,-3040698.82455256,NA,69749981.04704376,1055087724.189965,-69749981.04704376,22099744.45072547,21792225.7605297,0,21792225.7605297,0,-307518.6901957696,0
Brunei Darussalam,2015,4,US dollar,-48293091.708704,68887979.34429131,NA,67668364.77113189,1329863258.326616,-67668364.77113189,-267108448.2626115,-264687119.1088632,0,-264687119.1088632,0,2421329.153748327,0
Brunei Darussalam,2016,1,US dollar,330182725.7710949,-78662628.59776075,NA,30805911.43086717,1291692174.565559,-30805911.43086717,427733112.0749674,350675151.4385785,0,350675151.4385785,0,-77057960.63638885,0
Brunei Darussalam,2016,2,US dollar,183686458.1964765,16606894.36550099,NA,-30507168.21577069,1733251758.797123,30507168.21577069,-107954621.9229496,-70858548.036943,0,-70858548.036943,0,37096073.88600655,0
Brunei Darussalam,2016,3,US dollar,143866374.5189701,325999883.0709063,NA,-71366397.87268658,1457046323.355714,71366397.87268658,408171530.6620642,362003940.7217181,0,362003940.7217181,0,-46167589.94034606,0
Brunei Darussalam,2016,4,US dollar,-551157823.0938259,-333174519.9571709,NA,-79483172.65272261,956567938.357543,79483172.65272261,90665300.90355615,-17066676.76006606,0,-17066676.76006606,0,-107731977.6636222,0
Brunei Darussalam,2017,1,US dollar,-569712759.6076047,-26884423.3556113,NA,105495117.7220983,-267215699.6348646,-105495117.7220983,60216655.07693996,90437987.47569744,0,90437987.47569744,0,30221332.39875783,0
Brunei Darussalam,2017,2,US dollar,585299985.0380862,-1259655.16199447,NA,-146574594.4852106,1108634600.443882,146574594.4852106,-323821642.9836329,-335295664.3254429,0,-335295664.3254429,0,-11474021.34181012,0
Brunei Darussalam,2017,3,US dollar,15983190.57103767,-6621137.052521667,NA,82678698.50314163,750080583.0028563,-82678698.50314163,-51153017.51431419,-59864471.07450389,0,-59864471.07450389,0,-8711453.560189772,0
Brunei Darussalam,2017,4,US dollar,33555080.57838737,217939147.8640456,NA,426328328.5765373,515305024.5832436,-426328328.5765373,183305705.9519168,244923869.0892116,0,244923869.0892116,0,61618163.13729473,0
Brunei Darussalam,2018,1,US dollar,-343573062.9775688,-104775667.531759,NA,333778783.2237515,-122652152.9551935,-333778783.2237515,32567348.2207107,-162198546.6790272,0,-162198546.6790272,0,-194765894.8997379,0
Brunei Darussalam,2018,2,US dollar,242088776.6019237,149469727.6270062,NA,-296010733.5026374,492660203.0359797,296010733.5026374,-493452854.5314303,-540353889.7993964,0,-540353889.7993964,0,-46901035.26796606,0
Brunei Darussalam,2018,3,US dollar,59918739.16308195,-104038817.5105109,NA,764690805.9295918,962074698.1069952,-764690805.9295918,-320232820.5572115,-308280412.1308852,0,-308280412.1308852,0,11952408.42632629,0
Brunei Darussalam,2018,4,US dollar,555069003.2881566,281852745.9199545,NA,-286256235.0209595,821100068.856217,286256235.0209595,-324400398.5810637,-425614552.973999,0,-425614552.973999,0,-101214154.3929353,0
Brunei Darussalam,2019,1,US dollar,-496741706.1644252,-76818171.58561675,NA,24019086.0820144,401633799.2107468,-24019086.0820144,646474689.2611374,712453325.9940889,0,712453325.9940889,0,65978636.73295165,0
Brunei Darussalam,2019,2,US dollar,-422287778.7424148,-263103492.9931618,NA,91524207.87530318,255000339.9371072,-91524207.87530318,304851006.764577,306962835.3348082,0,306962835.3348082,0,2111828.570231096,0
Brunei Darussalam,2019,3,US dollar,77807669.18054415,-3964363.40352731,NA,191766347.7381103,78439170.48991139,-191766347.7381103,479377522.4121638,427028461.2180059,0,427028461.2180059,0,-52349061.19415747,0
Brunei Darussalam,2019,4,US dollar,461881798.4534623,45611042.37983587,NA,65947125.55087648,-450992570.4854205,-65947125.55087648,-13671181.60130385,-46179265.49692461,0,-46179265.49692461,0,-32508083.89562076,0
Brunei Darussalam,2020,1,US dollar,-97859997.7546763,227195146.6041687,NA,476693720.3668024,884941584.606695,-476693720.3668024,-394412772.8436748,-570848551.8737462,0,-570848551.8737462,0,-176435779.0300713,0
Brunei Darussalam,2020,2,US dollar,-821222142.4980257,-51572152.68423472,NA,158243798.1996164,-748606541.1615944,-158243798.1996164,2023255671.280762,1506648322.595088,0,1506648322.595088,0,-516607348.6856724,0
Brunei Darussalam,2020,3,US dollar,540833570.8013083,263669083.7222352,NA,246166008.3371531,-50312801.16427119,-246166008.3371531,294048838.2293413,269856195.5998062,0,269856195.5998062,0,-24192642.62953513,0
