COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
"Croatia, Republic of",1999,1,US dollar,-438425665.0160321,628539.8583515281,6679820.022099339,158043370.12767202,-622376847.1665109,-151363550.105573,0,79777.3479923777,338859571.591523,-338779794.243531,341329183.568773,79777.3479923777,-2469611.97724969
"Croatia, Republic of",1999,2,US dollar,146985662.6054781,-58627194.0880896,2918525.0986051797,149129403.983719,457075776.243993,-146210878.885113,0,0,21575300.8615062,-21575300.8615062,30481469.8841569,0,-8906169.02265072
"Croatia, Republic of",1999,3,US dollar,143968870.2212246,3408120.8441175004,2047102.9617853903,134441432.178774,213691047.036151,-132394329.21698901,14922253.412326898,15074825.4396967,-6786787.144005691,21861612.5837024,-1292102.3583432701,152572.027369806,-5494684.785662429
"Croatia, Republic of",1999,4,US dollar,-35705635.9135959,50879462.71274108,50706474.943202995,1013127627.3513,-47432157.317847595,-962421152.408096,23097098.0067872,23163377.707387798,286450453.803494,-263287076.09610596,287905469.071969,66279.70060059709,-1455015.26847523
"Croatia, Republic of",2000,1,US dollar,328194170.4574474,-96640639.11676009,-6528043.172125514,418562768.0951065,302081997.76894546,-425090811.267232,3840025.39536795,3840025.39536795,411522721.5369319,-407682696.141564,411010718.1508829,0,512003.38604906003
"Croatia, Republic of",2000,2,US dollar,-66877957.3165699,35441676.109688595,242751.20623074382,333782908.5672727,-43331090.31218776,-333540157.3610419,-4369521.712153387,-4248146.109038016,53769392.18010974,-58017538.28914776,56439655.44864792,121375.60311537191,-2670263.2685381807
"Croatia, Republic of",2000,3,US dollar,578279238.4514624,60651132.37378805,27514320.406254932,142954838.6324985,508895300.0356891,-115440518.2262435,-17465612.08397052,-17345984.60394333,292728443.626547,-310074428.2304904,292728443.626547,119627.48002719539,0
"Croatia, Republic of",2000,4,US dollar,35402111.66699578,57585902.419366516,26896409.51323706,119769481.6786026,98390284.37320906,-92873072.16536556,38965311.21789471,38850369.29689797,15287275.49256636,23563093.80433161,13218320.91462505,0,2068954.577941312
"Croatia, Republic of",2001,1,US dollar,-27969408.86091768,72214120.29176591,5666216.450272117,113565444.5990709,-33394509.7175612,-107899228.1487988,49669812.28749175,49790370.08430605,505619399.8391757,-455829029.75486964,494528082.5322601,0,11211875.10372993
"Croatia, Republic of",2001,2,US dollar,-301977114.5439442,204534772.0488601,16122706.427326718,201004252.3932411,-270320121.63189393,-184881545.9659144,39188768.17737078,38953400.20032952,74376280.74504003,-35422880.54471053,72022600.97462738,-353051.9655618989,2353679.7704126597
"Croatia, Republic of",2001,3,US dollar,631362719.7737817,148967800.420812,83658578.35625826,32835690.206208147,609995377.2498889,50822888.15005011,-41889648.90277289,-41768929.45348536,152589383.8994379,-194358313.3529232,147519167.0293616,0,5070216.870076259
"Croatia, Republic of",2001,4,US dollar,1310554282.237626,151500798.7565999,22194384.53122164,689352758.6735417,-551240963.6287112,-667158374.14232,82263968.75159323,82263968.75159323,33291576.796832457,48972391.95476079,38840172.92963787,0,-5548596.132805409
"Croatia, Republic of",2002,1,US dollar,-967696074.1884655,143109982.8025195,12924546.88692705,225122107.5941112,-588889354.5207125,-212197560.7071841,94114200.51298699,159089422.589993,-21149258.542244263,180238681.1322372,-81542141.26843067,64975222.077006,60275386.845396146
"Croatia, Republic of",2002,2,US dollar,-302831750.1327528,285566117.1268248,468407928.52773213,358851897.5116993,83843901.28778023,109556031.0160328,12669745.08348679,14657156.07697491,325314336.9965872,-310657180.9196123,315004642.4678676,1987410.9934881239,10185481.341626631
"Croatia, Republic of",2002,3,US dollar,136074475.0662016,122172956.9847822,64829194.898927085,112014155.3098988,224295647.50597858,-47184960.41097167,87686498.66741477,82740766.27306364,-133534774.6474807,216275540.9205444,-102657364.2935588,-4945732.394351138,-30877410.35392197
"Croatia, Republic of",2002,4,US dollar,-197342234.0188726,712393374.4057735,22837426.67338893,284796144.39755607,-146562544.1215725,-261958717.7241671,361503030.4593507,367951245.049484,39629652.16852785,328321592.8809562,45943528.954700075,6448214.590133345,-6313876.7861722335
"Croatia, Republic of",2003,1,US dollar,190276256.1309862,375742554.85791767,38621128.56785073,254078926.4024172,275865204.0560766,-215457797.8345665,-91247721.34162533,-81203398.52727589,554842733.4912474,-636046132.0185233,559086813.5536487,10044322.81434946,-4244080.062401178
"Croatia, Republic of",2003,2,US dollar,220261734.08680388,599442685.1905031,36083833.57053442,658379613.3557093,170045065.7011435,-622295779.7851748,-79083735.24208795,-70363475.46254213,305509790.8971914,-375873266.3597336,286866476.8857487,8720259.77954582,18793663.317986682
"Croatia, Republic of",2003,3,US dollar,921503653.939959,342063114.838106,21116856.03860462,142276689.6218042,887806543.240058,-121159833.5831995,128198785.5960678,155006709.2195445,-84467424.15441847,239474133.37396303,-84617189.09086248,26807923.62347679,299529.87288800883
"Croatia, Republic of",2003,4,US dollar,912205146.0472776,846502710.1995302,45618041.95116101,791698782.6677601,1113983242.8687952,-746080740.7165991,-164567475.5712532,-143860309.7708968,40947252.67288513,-184807562.443782,40791559.69694261,20707165.800356362,155692.975942529
"Croatia, Republic of",2004,1,US dollar,-264471476.7512324,609270004.5157274,61436231.24531734,363689347.53244007,-281062544.5474277,-302253116.28712267,491161313.96657443,495760817.91007406,312602000.159997,183158817.7500771,301431776.29721206,4599503.943499694,11005955.86480284
"Croatia, Republic of",2004,2,US dollar,192538173.3670113,377459095.76748264,36951770.64619409,304365900.3225987,149427774.2797849,-267414129.67640463,209717505.3341015,232245119.8947199,775014768.5530708,-542769648.658351,718290559.2277727,22365545.39111748,56724209.325297944
"Croatia, Republic of",2004,3,US dollar,331782733.9934276,-811502507.4831766,210653077.49308398,401283356.575592,397477370.1008544,-190630279.082508,-58579096.1763957,-40376552.16678122,311594457.91003704,-351971010.07681817,279326311.71117496,18202544.009614483,32268146.198862042
"Croatia, Republic of",2004,4,US dollar,288532379.9352346,1209300200.464896,74017807.67934759,244841312.9022864,374201138.82336843,-170823505.2229388,257006276.6644014,259405001.91326907,-67164306.96829689,326569308.881566,-143752177.4142885,2398725.248867746,76587870.44599159
"Croatia, Republic of",2005,1,US dollar,-1339572759.354569,615040445.6324849,81202103.12865005,345763793.967155,-1351622103.689788,-264561690.838505,-5762729.899452584,19034471.486070663,-758759436.7612569,777793908.2473276,-818133017.5434957,24797201.38552324,59373580.78223874
"Croatia, Republic of",2005,2,US dollar,-418584151.9827894,233157210.1692486,107994024.44510849,855539306.5341426,-307327986.8946649,-747545282.0890341,174610370.207751,246205772.7413126,23693442.565063547,222512330.176249,10644879.99299957,71595402.5335616,12876870.95927367
"Croatia, Republic of",2005,3,US dollar,155053964.0804902,-583937204.469795,-14246411.22961769,358976431.7974598,204253779.6060304,-373222843.0270775,259251553.1901359,348705763.23657256,-102706685.6088717,451412448.8454443,-115959161.1713068,89454210.04643667,13252475.56243506
"Croatia, Republic of",2005,4,US dollar,-70698230.10711771,1095742044.758152,66027959.78113499,254449210.8638861,20613606.956061658,-188421251.0827511,49440447.93367913,102101771.9542429,44448089.99900795,57653681.95523494,17070643.26048856,52661324.02056376,27377446.73851939
"Croatia, Republic of",2006,1,US dollar,-1336992347.759435,1116833837.9973829,55653452.28185699,585343368.7056488,-1250074750.225123,-529689916.4237918,-15059169.44097307,87736030.65610397,-533291022.1596767,621027052.8157806,-570284199.2646757,102795200.097077,36993177.104999065
"Croatia, Republic of",2006,2,US dollar,-230368446.9718046,565057934.6756015,41555984.82051266,920094336.108944,-159671543.3352478,-878538351.2884315,71386629.52569394,38452218.31939553,350208320.2093826,-311756101.8899871,339000274.5109041,-33106842.6785827,11208045.69847852
"Croatia, Republic of",2006,3,US dollar,978880395.149588,-1710641047.1129012,96509334.73305796,472075498.1065494,1030538194.5727081,-375566163.3734914,-138219517.3753742,-13438008.63371693,200697531.54252562,-214135540.17624262,-291447719.71827626,124606989.1490116,492145251.26080203
"Croatia, Republic of",2006,4,US dollar,1277020195.18307,1658638293.263823,74923186.22869828,1369098690.408059,1393256166.3416111,-1294175504.179361,281837219.22477627,495403310.8112527,268533102.0439794,226870208.7672733,399998786.2910644,213566091.58647642,-131465684.24708511
"Croatia, Republic of",2007,1,US dollar,-605645635.030895,170449035.9458277,158706200.48400658,1863908246.939969,-523979552.04641175,-1705202046.455963,-151945174.0059883,412778458.6579543,638205315.1750352,-225426856.51708108,603688495.7872581,564723632.6639426,34516819.38777721
"Croatia, Republic of",2007,2,US dollar,345201455.4651032,-670614292.4640539,83002260.78858373,1192081034.636922,423073333.6883881,-1109078773.848338,76955738.4794816,449641386.2586853,685089300.4161469,-235447914.1574616,607583878.0903833,372685647.7792037,77505422.3257636
"Croatia, Republic of",2007,3,US dollar,1258001341.442124,-2023814826.1114771,41720391.066649444,775209969.1438243,1461717124.8486462,-733489578.0771748,-447460590.67428976,-114449180.89905189,-186426251.9734967,71977071.07444479,-307452972.0046779,333011409.77523804,121026720.0311813
"Croatia, Republic of",2007,4,US dollar,776655246.9067872,681970120.0886781,96266506.80672064,814608366.6334615,918979445.8818158,-718341859.8267409,-52383212.12275352,-209730520.9895906,-109312891.71276489,-100417629.27682559,-317857377.7108969,-157347308.86683702,208742158.49670842
"Croatia, Republic of",2008,1,US dollar,-805141957.006254,858735951.0839465,-164067437.8087215,1119929669.3476431,-679062599.2909161,-1283997107.156365,-130391518.15837058,-431010703.3297952,57495472.57376973,-488506175.903565,106161283.28799629,-300619185.17142457,-48665810.714226514
"Croatia, Republic of",2008,2,US dollar,-663055216.3536967,-1051200851.121786,259409589.51500154,1356895139.180958,-426249781.9416622,-1097485549.6659558,-152847144.0295859,-100534670.79129101,-1937499.0088257368,-98597171.7824653,-97951338.77952339,52312473.2382949,96013839.77069764
"Croatia, Republic of",2008,3,US dollar,1279290027.523992,-1270289786.81988,93560641.738093,429290550.7938003,1327012234.04812,-335729909.05570734,20302868.565089528,41861584.67028769,-274402687.51373583,316264272.1840235,-215587161.0519816,21558716.105198164,-58815526.46175421
"Croatia, Republic of",2008,4,US dollar,437823816.7589531,2745715231.557091,1205713554.915222,2343504756.706413,1908985270.6399798,-1137791201.791191,922458984.9952785,913647436.4818908,-397253978.8118971,1310901415.293788,-298491205.8910095,-8811548.513387734,-98579198.9935253
"Croatia, Republic of",2009,1,US dollar,-2220476890.276156,83615548.03243808,78862664.24954161,284116830.57758963,-1998851679.80702,-205254166.328048,-272674702.9520981,-308233314.9574718,-912201620.8507246,603968305.8932528,-921707388.4165176,-35558612.005373664,9505767.56579296
"Croatia, Republic of",2009,2,US dollar,1082828165.403635,530885047.3166233,51167417.57366203,860979542.6384069,996379243.2936208,-809812125.0647448,-87372521.70520626,-29739906.96519706,620658927.96933,-650398834.934527,645596117.0395263,57817334.6590477,-24937189.07019629
"Croatia, Republic of",2009,3,US dollar,971121040.0058932,388253215.7933108,1077700354.145233,1297886189.949585,886208949.0707045,-220185835.8043512,322861145.7627632,345504370.01214695,-179584192.3226978,525088562.3348447,-186611399.8483686,22643224.24938364,7027207.525670784
"Croatia, Republic of",2009,4,US dollar,-314731551.0653977,687407864.4393474,166921578.4397232,626616692.7542349,-984044384.4680392,-459695114.3145117,730713949.9541597,805737168.5220743,1995739602.879809,-1190002434.357734,1961989320.27202,75023218.56791458,33750282.60778812
"Croatia, Republic of",2010,1,US dollar,-663619019.4085894,-129718593.0744219,282451775.2426928,1163473070.141112,-694051533.9128525,-881021294.8984195,-187350167.4168703,13884834.74257008,-1064757601.2179091,1078642435.960479,-1054867034.0040231,201235002.1594404,-9890567.21388554
"Croatia, Republic of",2010,2,US dollar,278928154.7468111,378344612.9248307,254864453.7390572,196198204.56686902,370616125.00993156,58666249.17218823,-206561404.2709382,-11944026.777571259,280860276.7255359,-292804303.50310713,280684629.2729245,194617377.4933669,175647.45261134199
"Croatia, Republic of",2010,3,US dollar,431125239.2448769,-1245729711.9129288,98669900.11583781,546684581.7228853,460992884.6853467,-448014681.6070474,119115014.5542547,105070109.8530813,1590452119.705018,-1485382009.851937,1491248868.7777429,-14044904.701173311,99381034.5310871
"Croatia, Republic of",2010,4,US dollar,-594298537.25757,825814649.6281798,-189791517.9561299,-361305448.0935274,-541311994.7931641,171513930.1373975,134589510.3015746,280256346.553896,-32124245.257165954,312380591.811062,-124250672.7475442,145666836.2523215,92126427.4903782
"Croatia, Republic of",2011,1,US dollar,-1250969187.3628118,867262350.459996,114060040.9840982,300837972.1748869,-670333444.7479688,-186777931.19078872,-320770794.87113714,-79731290.7850007,432800640.9509876,-512531931.7359883,240485814.5667961,241224067.2592498,192314826.38419148
"Croatia, Republic of",2011,2,US dollar,-17536528.26362259,838635751.6292404,-13639521.98281757,197188517.808734,-137174621.0843367,-210828039.7915516,154711149.34795928,213750794.5021554,-633653221.2588964,847404015.7610517,-521224590.05767155,59039645.15419606,-112428631.2012248
"Croatia, Republic of",2011,3,US dollar,1184528137.96833,-1096272155.889292,-207069411.7166236,540923761.129585,1692047484.375527,-747993172.8462088,-451339194.3740889,-594446743.8097757,375230272.1941017,-969677016.0038772,397436616.0720531,-143297347.24660942,-22206343.87795139
"Croatia, Republic of",2011,4,US dollar,-607950801.4584098,737171842.1473197,46253213.72848173,210029184.5180474,-454793272.7310246,-163775970.78956568,-219207837.826034,-318733235.4596932,-77388645.53792663,-241344589.9217665,-23756514.444200728,-99525397.63365912,-53632131.093725905
"Croatia, Republic of",2012,1,US dollar,-907749953.4238484,167429478.2701793,-299694757.7493546,72308281.65901442,-922417753.6893483,-372003039.408369,-237072464.6248274,-321945461.9732403,221703636.1672937,-543649098.1405339,211099717.15363342,-84874732.56670998,10603919.01366027
"Croatia, Republic of",2012,2,US dollar,130885940.0592643,-671351386.2017902,62528878.6709492,272919963.8881228,211182503.64879718,-210391085.2171736,188255248.1361158,281105345.4686434,1381859222.69406,-1100753877.225417,1375046883.8666792,92851802.9756992,6814044.470552157
"Croatia, Republic of",2012,3,US dollar,1138185293.6196551,-880897469.8250432,43231211.923791744,368588690.0595672,1000783637.567235,-325357478.1357754,198176817.69929332,262059295.9494723,-29358784.45881853,291418080.4082908,-10547464.763375731,63882478.25017898,-18811319.6954428
"Croatia, Republic of",2012,4,US dollar,-892094187.7205304,-1616053711.9103081,106762590.0933766,751283108.9209251,-1124715199.7996209,-644520518.8275485,82606707.43967642,165733896.9399562,1082190781.3780031,-916456884.4380463,1229831894.635129,83127189.50027983,-147641113.2571263
"Croatia, Republic of",2013,1,US dollar,-744834774.1935687,-246957629.0322648,35656983.87096871,792377419.3548603,-762002951.612924,-756720435.4838916,-158475483.87097213,-97726548.38709944,-136024790.32258442,38298241.935484916,-153192967.7419397,62069564.51613073,17168177.41935531
"Croatia, Republic of",2013,2,US dollar,504205453.9682361,666178190.4761668,124092015.8730115,67924050.79364838,343538949.20633703,56167965.07936308,-223365628.57142058,-352682571.4285589,936568161.9047287,-1289250733.333287,1061966409.523772,-130623174.60317001,-125398247.6190432
