COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities"
"Lesotho, Kingdom of",2018,1,US dollar,28797884.34621735,NA,-70872.4384411951,17156852.09850738,-11570159.80926877
"Lesotho, Kingdom of",2018,2,US dollar,8842138.25448171,NA,-67062.59510035053,-7379584.74632293,-10531281.3264681
"Lesotho, Kingdom of",2018,3,US dollar,35064423.48996964,NA,-60109.01721003829,25564999.31429928,-9439315.158460326
"Lesotho, Kingdom of",2018,4,US dollar,30837541.10418674,NA,-59433.98868962548,15200439.03698494,-9333310.980703423
"Lesotho, Kingdom of",2019,1,US dollar,-72858948.94777527,NA,-59635.81194891659,-82916185.74666543,-9206928.740448492
"Lesotho, Kingdom of",2019,2,US dollar,-39673936.66842945,NA,13020446.11643167,-41841956.9316244,-8968502.509329917
"Lesotho, Kingdom of",2019,3,US dollar,8378668.105796277,NA,188246.9404531764,-1002478.14288666,-8789373.839739066
"Lesotho, Kingdom of",2019,4,US dollar,-66948484.36123548,NA,84577676.13543051,2668509.162432134,-8767790.726492
"Lesotho, Kingdom of",2020,1,US dollar,42533505.58801853,NA,80622267.1133488,114465623.3406688,-7905987.515410426
"Lesotho, Kingdom of",2020,2,US dollar,19305270.48693286,NA,35364450.85386487,41795067.62308588,-6756745.509284531
"Lesotho, Kingdom of",2020,3,US dollar,-8605095.691040283,NA,-4184477.380412163,28245104.01662975,-7174225.508132845
"Lesotho, Kingdom of",2020,4,US dollar,16510234.62862975,NA,22033914.3774982,27058636.89210076,-6164708.389400128
"Lesotho, Kingdom of",2021,1,US dollar,38370768.73088687,NA,34001831.73311487,65327505.33280132,-6225289.209957671
"Lesotho, Kingdom of",2021,2,US dollar,17845032.62638768,NA,-56668503.94135869,-49644875.75538048,-5495203.024986172
"Lesotho, Kingdom of",2021,3,US dollar,-149848285.0305106,NA,29241842.05534591,-99801332.19914788,21295013.93849609
"Lesotho, Kingdom of",2021,4,US dollar,49866318.91767381,NA,8760541.42118139,56233668.94438715,2797678.284893601
"Lesotho, Kingdom of",2022,1,US dollar,-37259072.20964156,NA,-3354290.729320067,-27839134.7127202,17160810.5737871
"Lesotho, Kingdom of",2022,2,US dollar,32133872.56267926,NA,-2933233.619001688,27635884.05901742,-793905.923836189
"Lesotho, Kingdom of",2022,3,US dollar,-12861477.44394722,NA,5392223.883356329,-14652915.38766932,-7183661.827078428
"Lesotho, Kingdom of",2022,4,US dollar,-34880906.46225548,NA,-973483.11387995,-38702761.71736896,-1363173.662331949
"Lesotho, Kingdom of",2023,1,US dollar,92549778.14450867,NA,42400941.50963898,126397598.2162137,-7791558.4082912
"Lesotho, Kingdom of",2023,2,US dollar,31341618.57262303,NA,26326253.78109391,53026856.41682402,-3877992.196713426
"Lesotho, Kingdom of",2023,3,US dollar,51664734.24086867,NA,29664442.64594388,97141908.82702628,16569218.12151159
"Lesotho, Kingdom of",2023,4,US dollar,17591792.15748625,NA,21788325.6330458,63967801.03369753,20748149.61922849
"Lesotho, Kingdom of",2024,1,US dollar,512122.9303838178,NA,-2286543.795927287,10027170.48950531,7937609.992695349
"Lesotho, Kingdom of",2024,2,US dollar,25611335.61655738,NA,22532571.91917512,84409183.11237872,13222398.61859077
"Lesotho, Kingdom of",2024,3,US dollar,-55492308.42645095,NA,23453219.62077979,-20010469.66815045,12028619.13752071
"Lesotho, Kingdom of",2024,4,US dollar,-86372211.71346639,NA,15576152.81932555,-91412578.60307585,-20616519.70893525
"Lesotho, Kingdom of",2025,1,US dollar,7977934.161341829,NA,15575671.86404871,27295453.50249166,3741847.477101115
"Latvia, Republic of",1999,1,US dollar,-68200000,0,-22900000,-157900000,-62600000
"Latvia, Republic of",1999,2,US dollar,5300000,0,-130100000,-210900000,-82000000
"Latvia, Republic of",1999,3,US dollar,-42900000,0,42300000,-42900000.00000002,-38200000
"Latvia, Republic of",1999,4,US dollar,-43700000,0,-162600000,-356700000,-147800000
"Latvia, Republic of",2000,1,US dollar,-41430996.92307654,0,77929732.30769159,-46363258.46153804,-80889089.23076849
"Latvia, Republic of",2000,2,US dollar,34528340.32258171,933198.3870968028,11198380.64516163,-22396761.29032327,-68123482.25806661
"Latvia, Republic of",2000,3,US dollar,-56124784.61538716,-905238.4615385026,36209538.4615401,-82376700.00000374,-58840500.00000267
"Latvia, Republic of",2000,4,US dollar,-189289746.0317484,-1736603.174603196,130245238.0952397,-171055412.6984149,-109406000.0000014
"Latvia, Republic of",2001,1,US dollar,-72010818.75000013,1846431.250000003,26773253.12500005,-50776859.37500009,-6462509.375000011
"Latvia, Republic of",2001,2,US dollar,-155308158.064519,-1745035.483871,172758512.903229,-56713653.2258075,-68928901.61290449
"Latvia, Republic of",2001,3,US dollar,-89917347.6923111,0,-11573520.00000044,-184286049.2307762,-80124369.23077227
"Latvia, Republic of",2001,4,US dollar,-200676977.7777858,-895879.3650794011,-293848431.7460436,-429126215.8730332,66295073.01587568
"Latvia, Republic of",2002,1,US dollar,-54348999.99999715,0,33310677.41935309,-52595806.45161014,-29804290.32257908
"Latvia, Republic of",2002,2,US dollar,-60641952.38095497,1837634.920634999,88206476.19047996,-59723134.92063756,-87287658.73016246
"Latvia, Republic of",2002,3,US dollar,-177075272.7272701,-2951254.545454502,22626284.84848452,-236100363.6363601,-76732618.18181705
"Latvia, Republic of",2002,4,US dollar,-225855924.9999998,0,21985974.99999998,-216861662.4999998,-12991712.49999999
"Latvia, Republic of",2003,1,US dollar,79412219.04761939,6438828.571428599,50437490.47619069,43998661.90476206,-91216738.09523848
"Latvia, Republic of",2003,2,US dollar,-228585304.8387007,-6823441.935483602,39803411.29032101,-280898359.6774082,-81881303.22580323
"Latvia, Republic of",2003,3,US dollar,-460027087.8787856,0,142844596.9696962,-329554857.5757559,-10122845.4545454
"Latvia, Republic of",2003,4,US dollar,-210450510.9375,-2377971.875,-35669578.125,-299624456.25,-47559437.49999999
"Latvia, Republic of",2004,1,US dollar,-103727175,9997800.000000004,-84981300.00000003,-271190325.0000001,-92479650.00000004
"Latvia, Republic of",2004,2,US dollar,-243330803.1745957,4818431.746031597,-173463542.8571375,-517981412.6983967,-107210106.349203
"Latvia, Republic of",2004,3,US dollar,-556004484.8484944,-3665963.636363699,199184024.2424277,-475353284.848493,-116088848.4848505
"Latvia, Republic of",2004,4,US dollar,-336098806.0606092,28548933.3333336,-162209848.48485,-660518503.0303092,-190758781.8181836
"Latvia, Republic of",2005,1,US dollar,-287173993.5483766,-22292045.16128951,79989103.22580352,-458953870.9677251,-228165638.7096691
"Latvia, Republic of",2005,2,US dollar,-377811230.7692401,31484269.23077001,-100749661.538464,-552863767.6923215,-107046515.384618
"Latvia, Republic of",2005,3,US dollar,-990576024.2424144,37817557.5757572,308640066.6666636,-803928078.7878708,-158589757.575756
"Latvia, Republic of",2005,4,US dollar,-558542859.3749998,22579392.18749999,-156867356.2499999,-781960003.1249996,-90317568.74999996
"Latvia, Republic of",2006,1,US dollar,-751438461.5384378,12023015.38461501,193570547.6923016,-937795199.9999704,-391950301.5384492
"Latvia, Republic of",2006,2,US dollar,-936133200.0000027,-37747306.45161302,-134632059.6774198,-1499826309.677424,-391313743.5483883
"Latvia, Republic of",2006,3,US dollar,-1586499669.23074,-11468672.3076921,57343361.53846049,-1784015692.30766,-244665009.2307647
"Latvia, Republic of",2006,4,US dollar,-1255187615.873064,-20619098.41269921,-159798012.6984189,-1899534441.269915,-465218407.9365259
"Latvia, Republic of",2007,1,US dollar,-1246367226.562499,-52423437.49999998,157270312.4999999,-1541249062.499999,-399728710.9374998
"Latvia, Republic of",2007,2,US dollar,-1466774916.129011,-29659051.6129028,370738145.161285,-1918401383.87094,-795401838.709666
"Latvia, Republic of",2007,3,US dollar,-2004416847.692264,-28850413.84615321,174476312.3076885,-2310780766.153795,-453363646.1538362
"Latvia, Republic of",2007,4,US dollar,-821360629.6874996,-127477487.4999999,-42009626.56249998,-1286363737.499999,-295515993.7499999
"Latvia, Republic of",2008,1,US dollar,-732327977.4193785,-44928096.774195,-643969387.096795,-1964855432.258128,-545127574.193566
"Latvia, Republic of",2008,2,US dollar,-1071677774.999999,-112479299.9999999,362433299.9999998,-1237272299.999999,-415548524.9999998
"Latvia, Republic of",2008,3,US dollar,-769066613.6363499,-10535159.0909089,-42140636.36363561,-1163382568.181798,-341640159.090903
"Latvia, Republic of",2008,4,US dollar,-80395045.31250001,259636457.8125001,-36902643.75000001,353211018.7499997,210872250
"Latvia, Republic of",2009,1,US dollar,1298951736.507919,-290537850.7936469,-59931574.6031738,889853596.8253849,-59931574.6031738
"Latvia, Republic of",2009,2,US dollar,1856663022.580619,-61343491.935482994,-76338567.74193439,1849847079.032232,132229304.8387078
"Latvia, Republic of",2009,3,US dollar,-1753553372.727217,-12872740.9090905,57212181.81818,-1779479424.901272,-68654618.181816
"Latvia, Republic of",2009,4,US dollar,679853815.3846263,11823544.6153848,-90154527.69230914,554228653.8461627,-47294178.46153922
"Latvia, Republic of",2010,1,US dollar,-311154285.7142777,127227530.1587269,-13829079.36507901,-96803555.5555531,99569371.42856888
"Latvia, Republic of",2010,2,US dollar,552776595.2380983,167739104.7619057,-29227268.25396842,573108607.9365112,-119450574.6031753
"Latvia, Republic of",2010,3,US dollar,-236260209.0909103,-82626521.21212164,125230821.2121219,-339543360.6060624,-147178490.9090917
"Latvia, Republic of",2010,4,US dollar,122244272.727273,8149618.181818198,249921624.2424247,175216790.9090912,-205098724.2424246
"Latvia, Republic of",2011,1,US dollar,299589604.6874998,-98495212.49999993,690834476.5624995,514363887.4999997,-377564981.2499998
"Latvia, Republic of",2011,2,US dollar,397181085.7142844,-76270280.95238069,-328106114.2857132,-352570166.6666654,-345374857.142856
"Latvia, Republic of",2011,3,US dollar,-224619781.8181771,16952436.363636,364477381.8181741,-252873842.424237,-409683878.7878701
"Latvia, Republic of",2011,4,US dollar,1508585095.3125,14829701.5625,-88978209.37500001,1155368567.1875,-279068020.3125001
"Latvia, Republic of",2012,1,US dollar,-294935192.3076975,-48500453.8461547,-249056384.615389,-884805576.9230925,-291002723.0769282
"Latvia, Republic of",2012,2,US dollar,-1281420.967741899,110202203.2258034,283194033.8709598,334450872.5806357,-60226785.48386928
"Latvia, Republic of",2012,3,US dollar,453838795.38461,17503424.61538441,-95018590.76922964,106270792.307691,-271303081.5384583
"Latvia, Republic of",2012,4,US dollar,1358935050,-85581787.49999999,-1231859062.5,-255448668.7499999,-296942868.7499999
"Latvia, Republic of",2013,1,US dollar,88482145.16129275,-75275854.83871172,-1320629.032258101,-80558370.96774413,-92444032.25806704
"Latvia, Republic of",2013,2,US dollar,227284323.8095157,-62699123.80952158,-86211295.23809217,-18287244.4444438,-97967380.95237748
"Latvia, Republic of",2013,3,US dollar,-270132472.7272753,-18538503.03030321,205247712.1212141,-124472806.0606073,-41049542.42424282
"Latvia, Republic of",2013,4,US dollar,246337323.4374998,-119766212.4999999,142902867.1874999,8165878.125,-262669079.6874998
"Latvia, Republic of",2014,1,US dollar,986134857.142824,-16435580.9523804,-731383352.3809278,290361930.1587204,50676374.6031729
"Latvia, Republic of",2014,2,US dollar,250906282.2580716,39761104.8387108,80893282.2580668,201547669.3548444,-168641927.4193596
"Latvia, Republic of",2014,3,US dollar,-198833863.6363651,82184663.63636427,493107981.8181856,303553031.8181841,-72905750.00000055
"Latvia, Republic of",2014,4,US dollar,577409765.6250002,86236523.43750003,142477734.375,647398828.1250002,-158725195.3125
"Latvia, Republic of",2015,1,US dollar,-1515788285.714343,212841000.000008,1400921714.285767,-65316285.71428816,-163290714.2857204
"Latvia, Republic of",2015,2,US dollar,-710689232.2580419,-37579212.9032246,882006232.2580363,-27631774.19354751,-161369561.2903174
"Latvia, Republic of",2015,3,US dollar,699227850,-48912600,-550266750,-140067900,-237893100
"Latvia, Republic of",2015,4,US dollar,-589255673.8461707,75573683.07692523,1236560698.461574,615542172.3077099,-107336535.3846185
"Latvia, Republic of",2016,1,US dollar,-1135056677.419305,5509983.870967498,1475573680.645096,427574748.3870778,81547761.29031897
"Latvia, Republic of",2016,2,US dollar,223588606.1538491,-3387706.153846198,-388456972.3076974,-2258470.769230799,165997601.5384637
"Latvia, Republic of",2016,3,US dollar,481267007.5757626,12282916.66666679,280273825.7575787,585113484.848491,-188710265.1515171
"Latvia, Republic of",2016,4,US dollar,-101420859.375,196368046.875,-111131367.1875,-165078632.8125,-148894453.125
"Latvia, Republic of",2017,1,US dollar,7453578.4615383,-211894587.6923031,445085113.8461442,181015476.923073,-59628627.6923064
"Latvia, Republic of",2017,2,US dollar,480528961.2903267,-173034511.2903241,-362600982.2580676,-127847154.8387108,-72740622.58064578
"Latvia, Republic of",2017,3,US dollar,-1065369176.923084,-183238800.0000013,1256830230.769239,-453398569.2307723,-461620823.0769262
"Latvia, Republic of",2017,4,US dollar,-1270399185.714271,16483399.99999981,1296301671.428556,22370328.5714283,-20015557.14285691
"Latvia, Republic of",2018,1,US dollar,1241506428.571443,-88503428.57142964,-996892785.7142977,63919142.8571437,-93420285.71428683
"Latvia, Republic of",2018,2,US dollar,1594214257.142888,145361838.0952409,-1000852000.000019,736341114.2857285,-2382980.952380999
"Latvia, Republic of",2018,3,US dollar,190715852.3076861,-22095129.23076851,-44190258.46153702,-56982175.38461352,-182575541.5384556
"Latvia, Republic of",2018,4,US dollar,115282662.5,118706900,394928725.0000001,156373512.5,-472544775.0000001
"Latvia, Republic of",2019,1,US dollar,1089204799.999972,-43159314.28571319,-519047542.8571296,332781028.57142,-195352685.7142807
"Latvia, Republic of",2019,2,US dollar,504541300.0000001,55061300.00000001,-295533100.0000001,173049800,-89896000.00000001
"Latvia, Republic of",2019,3,US dollar,591553369.6969566,26686618.18181759,-245739275.7575703,-52261293.93939279,-424762006.0605967
"Latvia, Republic of",2019,4,US dollar,32106081.24999999,32106081.24999999,379737443.7499999,126210112.5,-317739493.7499999
"Latvia, Republic of",2020,1,US dollar,-195170985.9374999,-115779398.4375,509429353.1249999,37490471.875,-160988496.875
"Latvia, Republic of",2020,2,US dollar,-418536903.2258041,-11014129.032258,1155382135.483864,604675683.8709643,-121155419.354838
"Latvia, Republic of",2020,3,US dollar,-1165403874.242418,-106370865.1515146,1832851830.303021,279369634.8484834,-281707456.0606046
"Latvia, Republic of",2020,4,US dollar,-411549969.2307825,-11928984.615385,1289523236.923119,687109513.8461761,-177741870.7692365
"Latvia, Republic of",2021,1,US dollar,-97592657.14285564,-2409695.238095201,444588771.4285646,-171088361.9047593,-515674780.952373
"Latvia, Republic of",2021,2,US dollar,-950205422.2221872,-44616244.4444428,1554333488.888832,-225492911.1111028,-785004733.3333044
"Latvia, Republic of",2021,3,US dollar,-344209157.5757622,50688334.84848553,-108449460.6060621,-837110601.3731039,-434976640.9090967
"Latvia, Republic of",2021,4,US dollar,2176129516.666747,147514822.7272782,-2236736381.818264,763875206.0606343,678110774.2424493
"Latvia, Republic of",2022,1,US dollar,-840141596.875,213120031.25,968013615.625,-327531837.5,-667402203.125
"Latvia, Republic of",2022,2,US dollar,-321525019.0476248,126693633.3333356,342818066.6666728,-191637428.571432,-338559457.1428632
"Latvia, Republic of",2022,3,US dollar,307122984.8484831,78542927.27272682,62431557.57575721,41285384.8484846,-407819045.4545431
"Latvia, Republic of",2022,4,US dollar,518423524.9999997,71436312.49999997,-325545481.2499998,293909399.9999999,28574524.99999999
"Latvia, Republic of",2023,1,US dollar,469976695.3846354,-204944175.3846241,-331558901.5384757,-359457061.5384769,-292930680.0000125
"Latvia, Republic of",2023,2,US dollar,-117577335.4838748,15241506.4516134,137173558.0645206,-152415064.516134,-186164114.5161351
"Latvia, Republic of",2023,3,US dollar,1014424646.153882,52245046.15384801,-699865930.7692556,-47891292.30769401,-415783492.3077071
"Latvia, Republic of",2023,4,US dollar,927814039.6825612,-44079230.15873119,-736445674.6031919,371985698.4127071,224696563.4920687
"Latvia, Republic of",2024,1,US dollar,1226939650.793649,-11943660.3174603,-726391704.7619036,-157439158.7301586,-644957657.1428562
"Latvia, Republic of",2024,2,US dollar,1153164400.000042,12920609.52380999,-944281212.698447,124899225.3968299,-96904571.42857496
"Latvia, Republic of",2024,3,US dollar,873184636.3636721,-59310654.54545697,-304241690.9091034,489862072.7272928,-19770218.18181899
"Latvia, Republic of",2024,4,US dollar,350349100.0000001,59815700.00000001,-52338737.50000001,55543149.99999997,-301214775
"Latvia, Republic of",2025,1,US dollar,-1824759761.904814,22099166.66666729,1128109841.269873,-271504047.6190553,404099047.6190591
Angola,2012,1,US dollar,1970750402.98276,0,-330341485.690642,2102500253.397241,329878350.015121
Angola,2012,2,US dollar,-7760508183.46345,0,-75765250.8445784,-6334853679.32394,1501601365.92409
Angola,2012,3,US dollar,78093665.3185328,0,-73589019.0757829,510194430.9972188,506415961.144469
Angola,2012,4,US dollar,3577984455.24479,0,7236252.96137722,3597571804.960594,13208054.4144272
Angola,2013,1,US dollar,-46563117.5084766,0,54410229.531868,1282500647.33045,1319481959.40705
Angola,2013,2,US dollar,-1403894563.17211,0,85079483.4017166,564859122.1234787,1926583659.12386
Angola,2013,3,US dollar,-8142509285.96856,0,47707737.1799177,-3437164160.90419,4722588064.03445
Angola,2013,4,US dollar,5267951526.48409,0,62518348.6289578,5301140267.6023,72929934.0692517
Angola,2014,1,US dollar,-2172953758.09364,0,375595549.650592,-2292277545.061052,-382727281.538008
Angola,2014,2,US dollar,2908263008.45257,0,225409990.975827,2409889720.433852,-591300675.286538
Angola,2014,3,US dollar,-3140569733.3777,0,153895266.085735,-4557581515.38442,-1440569938.52546
Angola,2014,4,US dollar,550056245.365889,0,216008537.509851,285507355.4892819,-356124315.438458
Angola,2015,1,US dollar,-1236913701.70322,0,271531879.665435,-3884811626.22422,-2805043438.07643
Angola,2015,2,US dollar,-49906619.632985,0,245477576.728159,-2553651689.33125,-2637561134.30643
Angola,2015,3,US dollar,-3379603427.88768,0,206949891.05928501,-5913299730.01483,-2651094322.27643
Angola,2015,4,US dollar,7512083667.99642,0,-1170177364.34283,3580068227.85716,-2719386484.60643
Angola,2016,1,US dollar,355639032.623721,0,-37610426.0578512,-1006781461.26413,-1265216549.43
Angola,2016,2,US dollar,-4506235814.65948,0,-901.736429256061,-4247835600.82591,294298693.79
